accent_id,form,normalized_form,base_form,accented_vowels,accent_count,accent_indexes,accent_position,vowel_ordinals_from_start,vowel_ordinals_from_end,source_field,field_index,token_ordinal,context_index,context,source_context,pair_id,alignment_status,alignment_confidence,entry_id,headword,classification,classification_family,translation,document_frequency,entry_frequency,source_code,source_document,page_start,page_end,source_status,validation_status
ACE-000888,Chigóratami,chigóratami,chigoratami,ó,1,4,Medial,2,4,Ejemplo RRM,2,1,0,Chigóratami.,[pret.: chigori]. Chigórati. Fue robado. Chigóratami. Robado. Chiguá. Robando.,PAR-000680-01-02,Alineado,Media,RD-000680,Chigó,Vt,Vt,Robar,1,1,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000889,Chigórati,chigórati,chigorati,ó,1,4,Medial,2,3,Ejemplo RRM,1,1,2,. Chigórati.,[pret.: chigori]. Chigórati. Fue robado. Chigóratami. Robado. Chiguá. Robando.,PAR-000680-01-01,Alineado,Baja,RD-000680,Chigó,Vt,Vt,Robar,1,1,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000890,chigósari,chigósari,chigosari,ó,1,4,Medial,2,3,Ejemplo RRM,1,2,17,Echi rijoy quimá chigósari,"Echi rijoy quimá chigósari, echijiti a'najátabo, ese hombre se robó una cobija; por eso lo perseguiremos. [pret.: a'najátari; fut.: a’najátama]",PAR-000059-01-01,Alineado,Alta,RD-000059,A'najata,Vt,Vt,Perseguir,2,2,SRC-02,DICCIONARIO raramuri.pdf,6,6,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000891,Chigósari,chigósari,chigosari,ó,1,4,Medial,2,3,Ejemplo RRM,1,1,0,Chigósari echo rijoy huenomí.,Chigósari echo rijoy huenomí. El hombre robó dinero de paso.,PAR-000682-01-01,Alineado,Media,RD-000682,Chigosa,Vt,Vt,Robar (de paso),2,2,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000892,Chiguá,chiguá,chigua,á,1,5,Final,3,1,Ejemplo RRM,3,1,0,Chiguá.,[pret.: chigori]. Chigórati. Fue robado. Chigóratami. Robado. Chiguá. Robando.,PAR-000680-01-03,Alineado,Media,RD-000680,Chigó,Vt,Vt,Robar,1,1,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000893,Chihuá,chihuá,chihua,á,1,5,Final,3,1,Lema,1,1,0,Chihuá,Chihuá,,No aplica,No aplica,RD-000683,Chihuá,Vt,Vt,1. Pegar (un balazo o con otra cosa) 2. Apuñalar 3. Robar 4. Herir,1,1,SRC-02,DICCIONARIO raramuri.pdf,34,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000894,Chihuáhuara,chihuáhuara,chihuahuara,á,1,5,Medial,3,4,Lema,1,1,0,Chihuáhuara,Chihuáhuara,,No aplica,No aplica,RD-000686,Chihuáhuara,S,S,"Bolsa de cuero, saco de manta, talega",1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000895,Chihuí,chihuí,chihui,í,1,5,Final,3,1,Lema,1,1,0,Chihuí,Chihuí,,No aplica,No aplica,RD-000689,Chihuí,S,S,"Cócono (silvestre), guajolote",2,2,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000896,Chihuí,chihuí,chihui,í,1,5,Final,3,1,Lema,1,1,0,Chihuí,Chihuí,,No aplica,No aplica,RD-000690,Chihuí,Vi,Vi,"1. Pegarse, golpearse 2. Cortarse",2,2,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000897,chihuiméa,chihuiméa,chihuimea,é,1,7,Medial,4,2,Variante,1,1,6,fut.: chihuiméa,fut.: chihuiméa,,No aplica,No aplica,RD-000690,Chihuí,Vi,Vi,"1. Pegarse, golpearse 2. Cortarse",1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000898,Chijá,chijá,chija,á,1,4,Final,2,1,Lema,1,1,0,Chijá,Chijá,,No aplica,No aplica,RD-000695,Chijá,Vi pl,Vi,Desparramarse,1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000899,Chijanárami,chijanárami,chijanarami,á,1,6,Medial,3,3,Ejemplo RRM,4,1,0,Chijanárami.,Chijaga piré. Viven desparramados. Chijana. Vt pl Desparramar. Chijasa. Están dispersándose. Chijanárami. Desparramados por otro.,PAR-000695-01-04,Revisión requerida,Baja,RD-000695,Chijá,Vi pl,Vi,Desparramarse,1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000900,Chijisó,chijisó,chijiso,ó,1,6,Final,3,1,Lema,1,1,0,Chijisó,Chijisó,,No aplica,No aplica,RD-000696,Chijisó,Vt,Vt,Picar (con alguna cosa),1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000901,Chiminú,chiminú,chiminu,ú,1,6,Final,3,1,Lema,1,1,0,Chiminú,Chiminú,,No aplica,No aplica,RD-000702,Chiminú,Vt,Vt,Estar doblando,1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000902,Chimorí,chimorí,chimori,í,1,6,Final,3,1,Lema,1,1,0,Chimorí,Chimorí,,No aplica,No aplica,RD-000699,Chimorí,S,S,Ardilla amarilla (se sube a los árboles),1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000903,Chimú,chimú,chimu,ú,1,4,Final,2,1,Lema,1,1,0,Chimú,Chimú,,No aplica,No aplica,RD-000700,Chimú,Vi,Vi,Estar doblándose el filo,1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000904,Chiná,chiná,china,á,1,4,Final,2,1,Lema,1,1,0,Chiná,Chiná,,No aplica,No aplica,RD-000706,Chiná,Adj,Adj,Despeinado,3,2,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000905,Chiná,chiná,china,á,1,4,Final,2,1,Ejemplo RRM,1,1,0,Chiná niráa. Secretamente. chiná iyena.,Chiná niráa. Secretamente. chiná iyena. Anda escondido.,PAR-000707-01-01,Alineado,Baja,RD-000707,Chinasa,Vt,Vt,Esconder,3,2,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000906,chiná,chiná,china,á,1,4,Final,2,1,Ejemplo RRM,1,3,27,Chiná niráa. Secretamente. chiná iyena.,Chiná niráa. Secretamente. chiná iyena. Anda escondido.,PAR-000707-01-01,Alineado,Baja,RD-000707,Chinasa,Vt,Vt,Esconder,3,2,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000907,Chiní,chiní,chini,í,1,4,Final,2,1,Ejemplo RRM,1,1,0,Chiní burirúami.,Chiní burirúami. Pieza de manta. Chiní quimita. Rebozo.,PAR-000708-01-01,Alineado,Media,RD-000708,Chiní,S,S,"Manta, ropa",3,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000908,Chiní,chiní,chini,í,1,4,Final,2,1,Ejemplo RRM,2,1,0,Chiní quimita. Rebozo.,Chiní burirúami. Pieza de manta. Chiní quimita. Rebozo.,PAR-000708-01-02,Revisión requerida,Baja,RD-000708,Chiní,S,S,"Manta, ropa",3,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000909,Chiní,chiní,chini,í,1,4,Final,2,1,Lema,1,1,0,Chiní,Chiní,,No aplica,No aplica,RD-000708,Chiní,S,S,"Manta, ropa",3,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000910,Chipahuí,chipahuí,chipahui,í,1,7,Final,4,1,Lema,1,1,0,Chipahuí,Chipahuí,,No aplica,No aplica,RD-000710,Chipahuí,S,S,Ardilla gris (de los árboles),1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000911,Chipérami,chipérami,chiperami,é,1,4,Medial,2,3,Lema,1,1,0,Chipérami,Chipérami,,No aplica,No aplica,RD-000711,Chipérami,Pp,Pp,Plano,2,2,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000912,chipérami,chipérami,chiperami,é,1,4,Medial,2,3,Ejemplo RRM,7,2,6,Huarú chipérami.,Huarú bu’huíbari ba’huí. Creció mucho el arroyo. Huarú ucuri. Llovió mucho. Huarú sapéami ju. Está muy gordo. [pl.: ohuari]. Huarú ba’huechi. Mar. Huarú bahuechi suhué. Orilla del mar. Huarú chipérami. Como una tabla ancha. Huarú ritérari. Peñasco. Huarú sapéami. Panzón.,PAR-000912-01-07,Alineado,Media,RD-000912,Huarú,Adj sing,Adj,"Grande, mucho, muy",2,2,SRC-02,DICCIONARIO raramuri.pdf,43,44,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000913,Chipó,chipó,chipo,ó,1,4,Final,2,1,Lema,1,1,0,Chipó,Chipó,,No aplica,No aplica,RD-000712,Chipó,Vi,Vi,Palpitar,2,2,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000914,Chipó,chipó,chipo,ó,1,4,Final,2,1,Lema,1,1,0,Chipó,Chipó,,No aplica,No aplica,RD-000713,Chipó,Vi,Vi,"Salpicar, brincar (como manteca en la sartén)",2,2,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000915,chipú,chipú,chipu,ú,1,4,Final,2,1,Ejemplo RRM,1,2,14,Echi cajé hue chipú.,"Echi cajé hue chipú. El café está amargo, no tiene dulce [pret.: chipúari; fut.: chipúrama; pp.: chipúami; pres.: chipura].",PAR-000714-01-01,Alineado,Media,RD-000714,Chipú,Vi,Vi,Estar amargo (p. ej.: café),2,1,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000916,Chipú,chipú,chipu,ú,1,4,Final,2,1,Lema,1,1,0,Chipú,Chipú,,No aplica,No aplica,RD-000714,Chipú,Vi,Vi,Estar amargo (p. ej.: café),2,1,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000917,chipúami,chipúami,chipuami,ú,1,4,Medial,2,3,Variante,1,3,39,pret.: chipúari; fut.: chipúrama; pp.: chipúami; pres.: chipura,pret.: chipúari; fut.: chipúrama; pp.: chipúami; pres.: chipura,,No aplica,No aplica,RD-000714,Chipú,Vi,Vi,Estar amargo (p. ej.: café),1,1,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000918,chipúari,chipúari,chipuari,ú,1,4,Medial,2,3,Variante,1,1,7,pret.: chipúari; fut.: chipúrama; pp.: chipúami; pres.: chipura,pret.: chipúari; fut.: chipúrama; pp.: chipúami; pres.: chipura,,No aplica,No aplica,RD-000714,Chipú,Vi,Vi,Estar amargo (p. ej.: café),1,1,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000919,chipúrama,chipúrama,chipurama,ú,1,4,Medial,2,3,Variante,1,2,23,pret.: chipúari; fut.: chipúrama; pp.: chipúami; pres.: chipura,pret.: chipúari; fut.: chipúrama; pp.: chipúami; pres.: chipura,,No aplica,No aplica,RD-000714,Chipú,Vi,Vi,Estar amargo (p. ej.: café),1,1,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000920,Chiquí,chiquí,chiqui,í,1,5,Final,3,1,Ejemplo RRM,1,1,0,Chiquí jiti uchugá nihuarihua echo raberi.,Chiquí jiti uchugá nihuarihua echo raberi. Pegándolo con ese camote se fabrica el violín.,PAR-000715-01-01,Revisión requerida,Baja,RD-000715,Chiquí,S,S,Camote (se usa para hacer pegamento para los violines),2,1,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000921,Chiquí,chiquí,chiqui,í,1,5,Final,3,1,Lema,1,1,0,Chiquí,Chiquí,,No aplica,No aplica,RD-000715,Chiquí,S,S,Camote (se usa para hacer pegamento para los violines),2,1,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000922,Chírahua,chírahua,chirahua,í,1,2,Medial,1,4,Ejemplo RRM,1,1,0,Chírahua anini.,Chírahua anini. Se oye que cuchichean.,PAR-000719-01-01,Alineado,Media,RD-000719,"Chira, chirohua",Vi,Vi,"Cuchichear, murmurar",1,1,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000923,chiré,chiré,chire,é,1,4,Final,2,1,Ejemplo RRM,1,1,5,¿Chu chiré?,¿Chu chiré? ¿Qué importa? Que chireco. No importa.,PAR-000720-01-01,Alineado,Baja,RD-000720,Chi’ré,,Sin clasificar,Importar,1,1,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000924,Chirí,chirí,chiri,í,1,4,Final,2,1,Ejemplo RRM,1,1,0,Chirí anigá bitiri.,Chirí anigá bitiri. Estaban acostados en el suelo gritando sus quejas. Chirí animéa. Dirá sus quejas en alta voz.,PAR-000724-01-01,Alineado,Media,RD-000724,Chirí,S,S,Queja,3,1,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000925,Chirí,chirí,chiri,í,1,4,Final,2,1,Ejemplo RRM,2,1,0,Chirí animéa.,Chirí anigá bitiri. Estaban acostados en el suelo gritando sus quejas. Chirí animéa. Dirá sus quejas en alta voz.,PAR-000724-01-02,Revisión requerida,Baja,RD-000724,Chirí,S,S,Queja,3,1,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000926,Chirí,chirí,chiri,í,1,4,Final,2,1,Lema,1,1,0,Chirí,Chirí,,No aplica,No aplica,RD-000724,Chirí,S,S,Queja,3,1,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000927,chirigá,chirigá,chiriga,á,1,6,Final,3,1,Ejemplo RRM,1,1,8,Quetasi chirigá omérari.,Quetasi chirigá omérari. De ninguna manera pudieron.,PAR-000725-01-01,Revisión requerida,Baja,RD-000725,Chirigá,Adv,Adv,De ninguna manera,2,1,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000928,Chirigá,chirigá,chiriga,á,1,6,Final,3,1,Lema,1,1,0,Chirigá,Chirigá,,No aplica,No aplica,RD-000725,Chirigá,Adv,Adv,De ninguna manera,2,1,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000929,Chirihué,chirihué,chirihue,é,1,7,Final,4,1,Lema,1,1,0,Chirihué,Chirihué,,No aplica,No aplica,RD-000726,Chirihué,Vi,Vi,"Humedecerse, tener sudor",1,1,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000930,chirihuéami,chirihuéami,chirihueami,é,1,7,Medial,4,3,Variante,1,3,37,pret.: chirihuéari; chiruérama; pp.: chirihuéami,pret.: chirihuéari; chiruérama; pp.: chirihuéami,,No aplica,No aplica,RD-000726,Chirihué,Vi,Vi,"Humedecerse, tener sudor",1,1,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000931,chirihuéari,chirihuéari,chirihueari,é,1,7,Medial,4,3,Variante,1,1,7,pret.: chirihuéari; chiruérama; pp.: chirihuéami,pret.: chirihuéari; chiruérama; pp.: chirihuéami,,No aplica,No aplica,RD-000726,Chirihué,Vi,Vi,"Humedecerse, tener sudor",1,1,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000932,Chirihuéraba,chirihuéraba,chirihueraba,é,1,7,Medial,4,3,Lema,1,1,0,Chirihuéraba,Chirihuéraba,,No aplica,No aplica,RD-000727,Chirihuéraba,Adv,Adv,No hay de qué,1,1,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000933,chiruérama,chiruérama,chiruerama,é,1,5,Medial,3,3,Variante,1,2,20,pret.: chirihuéari; chiruérama; pp.: chirihuéami,pret.: chirihuéari; chiruérama; pp.: chirihuéami,,No aplica,No aplica,RD-000726,Chirihué,Vi,Vi,"Humedecerse, tener sudor",1,1,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000934,Chirúrami,chirúrami,chirurami,ú,1,4,Medial,2,3,Lema,1,1,0,Chirúrami,Chirúrami,,No aplica,No aplica,RD-000735,Chirúrami,,Sin clasificar,1. S Círculos 2. Adj pl Redondos [sing.: sitúrami],1,1,SRC-02,DICCIONARIO raramuri.pdf,37,37,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000935,chitúraga,chitúraga,chituraga,ú,1,4,Medial,2,3,Ejemplo RRM,1,1,3,Ne chitúraga jahui cúrohui.,Ne chitúraga jahui cúrohui. Los niños forman círculos.,PAR-000735-01-01,Alineado,Media,RD-000735,Chirúrami,,Sin clasificar,1. S Círculos 2. Adj pl Redondos [sing.: sitúrami],1,1,SRC-02,DICCIONARIO raramuri.pdf,37,37,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000936,Chiyó,chiyó,chiyo,ó,1,4,Final,2,1,Lema,1,1,0,Chiyó,Chiyó,,No aplica,No aplica,RD-000737,Chiyó,S,S,Borrego con cuatro cuernos,1,1,SRC-02,DICCIONARIO raramuri.pdf,37,37,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000937,Chi’é,chiʼé,chiʼe,é,1,4,Final,2,1,Lema,1,1,0,Chi’é,Chi’é,,No aplica,No aplica,RD-000678,Chi’é,S,S,"Cuñado, cuñada (casada con el hermano mayor o la hermana mayor; con la prima hermana. Mujer casada con primo hermano mayor).",1,1,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000938,Chi’huá,chiʼhuá,chiʼhua,á,1,6,Final,3,1,Lema,1,1,0,Chi’huá,Chi’huá,,No aplica,No aplica,RD-000684,Chi’huá,Vi,Vi,1. Romperse 2. Cortarse,1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000939,Chi’huáami,chiʼhuáami,chiʼhuaami,á,1,6,Medial,3,3,Ejemplo RRM,3,1,0,Chi’huáami.,"Casichí chi’huari. Se cortó en la pierna. [pret.: chi’huari]. Chi’huaní. Vi Estar rompiéndose. Chi’huáami. Adj Roto, quebrado.",PAR-000684-01-03,Alineado,Media,RD-000684,Chi’huá,Vi,Vi,1. Romperse 2. Cortarse,1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000940,chi’huánari,chiʼhuánari,chiʼhuanari,á,1,6,Medial,3,3,Variante,1,1,26,fut.: chi’huanama; pret.: chi’huánari,fut.: chi’huanama; pret.: chi’huánari,,No aplica,No aplica,RD-000687,Chi’huana,Vt,Vt,1. Romper 2. Cortar 3. Rasgar,1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000941,Chi’huaní,chiʼhuaní,chiʼhuani,í,1,8,Final,4,1,Ejemplo RRM,2,1,0,Chi’huaní.,"Casichí chi’huari. Se cortó en la pierna. [pret.: chi’huari]. Chi’huaní. Vi Estar rompiéndose. Chi’huáami. Adj Roto, quebrado.",PAR-000684-01-02,Alineado,Media,RD-000684,Chi’huá,Vi,Vi,1. Romperse 2. Cortarse,1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000942,Chi’í,chiʼí,chiʼi,í,1,4,Final,2,1,Lema,1,1,0,Chi’í,Chi’í,,No aplica,No aplica,RD-000691,Chi’í,Vt,Vt,"Mamar, tomar pecho",1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000943,chi’íami,chiʼíami,chiʼiami,í,1,4,Medial,2,3,Ejemplo RRM,1,3,21,Echi táa múchari hue chi’íami ju.,Echi táa múchari hue chi’íami ju. Ese bebé es muy mamador.,PAR-000692-01-01,Alineado,Media,RD-000692,Chi’íami,Adj,Adj,Mamador,2,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000944,Chi’íami,chiʼíami,chiʼiami,í,1,4,Medial,2,3,Lema,1,1,0,Chi’íami,Chi’íami,,No aplica,No aplica,RD-000692,Chi’íami,Adj,Adj,Mamador,2,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000945,Chi’ibú,chiʼibú,chiʼibu,ú,1,6,Final,3,1,Lema,1,1,0,Chi’ibú,Chi’ibú,,No aplica,No aplica,RD-000693,Chi’ibú,Vt,Vt,"Acornear, picar (con alguna cosa)",1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000946,Chi’íra,chiʼíra,chiʼira,í,1,4,Medial,2,2,Lema,1,1,0,Chi’íra,Chi’íra,,No aplica,No aplica,RD-000694,Chi’íra,Vt,Vt,"Amamantar, dar el pecho",1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000947,Chi’mú,chiʼmú,chiʼmu,ú,1,5,Final,2,1,Ejemplo RRM,1,1,0,Chi’mú.,Chi’mú. Vt Dar leche.,PAR-000694-01-01,Revisión requerida,Baja,RD-000694,Chi’íra,Vt,Vt,"Amamantar, dar el pecho",1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000948,Chi’múcari,chiʼmúcari,chiʼmucari,ú,1,5,Medial,2,3,Lema,1,1,0,Chi’múcari,Chi’múcari,,No aplica,No aplica,RD-000701,Chi’múcari,S,S,Calabacita,1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000949,Chi’ná,chiʼná,chiʼna,á,1,5,Final,2,1,Lema,1,1,0,Chi’ná,Chi’ná,,No aplica,No aplica,RD-000705,Chi’ná,Vt,Vt,Echar chispas (la lumbre),1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000950,Chi’rá,chiʼrá,chiʼra,á,1,5,Final,2,1,Lema,1,1,0,Chi’rá,Chi’rá,,No aplica,No aplica,RD-000716,Chi’rá,Vi,Vi,Amanecer (el día),4,4,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000951,Chi’rá,chiʼrá,chiʼra,á,1,5,Final,2,1,Lema,1,1,0,Chi’rá,Chi’rá,,No aplica,No aplica,RD-000717,Chi’rá,Vi,Vi,"Estar tierno (elote, calabaza)",4,4,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000952,Chi’rá,chiʼrá,chiʼra,á,1,5,Final,2,1,Lema,1,1,0,Chi’rá,Chi’rá,,No aplica,No aplica,RD-000718,Chi’rá,Vt,Vt,aplastar,4,4,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000953,chi’rá,chiʼrá,chiʼra,á,1,5,Final,2,1,Variante,1,1,10,futuro de chi’rá,futuro de chi’rá,,No aplica,No aplica,RD-000728,Chi’rimea,,Sin clasificar,Amanecerá,4,4,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000954,chi’ráami,chiʼráami,chiʼraami,á,1,5,Medial,2,3,Variante,1,1,5,pp.: chi’ráami,pp.: chi’ráami,,No aplica,No aplica,RD-000717,Chi’rá,Vi,Vi,"Estar tierno (elote, calabaza)",1,1,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000955,chi’ránarini,chiʼránarini,chiʼranarini,á,1,5,Medial,2,4,Ejemplo RRM,1,2,8,Ripuchí chi’ránarini macúsahua jiti.,Ripuchí chi’ránarini macúsahua jiti. Aplasté la pulga con mi dedo. Chi’rana. Vt aplastar (con el dedo).,PAR-000718-01-01,Revisión requerida,Baja,RD-000718,Chi’rá,Vt,Vt,aplastar,1,1,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000956,chi'rásiachi,chiʼrásiachi,chiʼrasiachi,á,1,5,Medial,2,4,Ejemplo RRM,4,2,5,"Biyá chi'rásiachi, madrugada.","Bi'yá rocogó, en la madrugada. Bi'yá chónachi, temprano (todavía está obscuro). Bi'yábijí, hoy temprano (todavía). Biyá chi'rásiachi, madrugada.",PAR-000291-01-04,Revisión requerida,Baja,RD-000291,Bi'yá,Adv,Adv,Temprano,1,1,SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000957,Chi’ré,chiʼré,chiʼre,é,1,5,Final,2,1,Lema,1,1,0,Chi’ré,Chi’ré,,No aplica,No aplica,RD-000720,Chi’ré,,Sin clasificar,Importar,2,2,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000958,Chi’ré,chiʼré,chiʼre,é,1,5,Final,2,1,Lema,1,1,0,Chi’ré,Chi’ré,,No aplica,No aplica,RD-000721,Chi’ré,Vi,Vi,"1. pasar (un tiempo), pernoctar",2,2,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
