"ID","Language_ID","Headword","Part_Of_Speech","Headword_Raw","Headword_Normalized","Homonym_Number","Classification_Family","Translation_Raw","Variants_JSON","Examples_JSON","Comment","Source","Publication_Status","Validation_Status","Transcription_Status"
"RD-000443","tar","Carisí","S","Carisí","carisi","","S","Tipo de calabacilla (planta)","[]","[]","","SRC-02[25]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000444","tar","Carú","Vt","1Carú","caru","1","Vt","Llevar en la espalda (un niño).","[]","[""Caruta. Vt llevar (abrazado o en la espalda), cuidar (un niño).""]","Caruta. Vt llevar (abrazado o en la espalda), cuidar (un niño).","SRC-02[25]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000445","tar","Carú","Adv","2Carú","caru","2","Adv","De otro modo","[]","[""Carú ané. Habla chistoso, habla malas cosas. Hue carúsahua aníami ju. Habla chistoso para que los otros se rían.""]","Carú ané. Habla chistoso, habla malas cosas. Hue carúsahua aníami ju. Habla chistoso para que los otros se rían.","SRC-02[25]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000446","tar","Caruchi","S esp","Caruchi","caruchi","","S","Carrete (de hilo de algodón)","[]","[]","","SRC-02[25]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000447","tar","Carúmati","Adj","Carúmati","carumati","","Adj","De todas clases","[]","[""Carúmati namuti. Cosas de todas clases.""]","Carúmati namuti. Cosas de todas clases.","SRC-02[25]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000448","tar","Carúsuhua ané","","Carúsuhua ané","carusuhua ane","","Sin clasificar","Chancear, charlar","[]","[]","","SRC-02[25]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000449","tar","Casabi","S","Casabi","casabi","","S","Capulín (arbusto o árbol)","[]","[]","","SRC-02[25]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000450","tar","Casará","S","Casará","casara","","S","Zacate, hierba del campo, pasto","[]","[""Casaréachi. Donde hay zacate. Casarátari. En el zacate.""]","Casaréachi. Donde hay zacate. Casarátari. En el zacate.","SRC-02[25]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000451","tar","Casaré","Vi","Casaré","casare","","Vi","Haber zacate","[]","[]","","SRC-02[25]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000452","tar","Casé: que casé","","Casé: que casé","case: que case","","Sin clasificar","Ninguna parte","[]","[""Que casé siméami. No iré a ninguna parte.""]","Que casé siméami. No iré a ninguna parte.","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000453","tar","Casí","Vi","1Casí","casi","1","Vi","Quebrarse, hacerse pedazos","[]","[]","","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000454","tar","Casí","S","2Casí","casi","2","S","Pierna, muslo","[]","[""Nijé casira. Mi pierna. Casichí. En la pierna.""]","Nijé casira. Mi pierna. Casichí. En la pierna.","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000455","tar","Casibacha","S","Casibacha","casibacha","","S","Pantalón, calzones","[]","[""Casibáchami. que lleva pantalones.""]","Casibáchami. que lleva pantalones.","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000456","tar","Casimóbachi","","Casimóbachi","casimobachi","","Sin clasificar","En el regazo","[]","[]","","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000457","tar","Casimochi","S, adj","Casimochi","casimochi","","S","Cojo, rengo, sin pierna","[]","[]","","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000458","tar","Casina","Vt","Casina","casina","","Vt","Quebrar [pp.: casíami]","[]","[]","","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000459","tar","Casó","S","Casó","caso","","S","Ubre","[]","[]","","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000460","tar","Castigo 'ya","Vi","Castigo 'ya","castigo 'ya","","Vi","Dar castigo","[]","[]","","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000461","tar","Casú","Vi","Casú","casu","","Vi","Bajarse (del monte, el sol un poco)","[]","[]","","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000462","tar","Casuhua","Vt","Casuhua","casuhua","","Vt","Limpiar (frijol o grano seco)","[]","[]","","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000463","tar","Casuna","Vi","Casuna","casuna","","Vi","Bajar del monte","[""fut.: casunama""]","[""[fut.: casunama]""]","[fut.: casunama]","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000464","tar","Catá","S","Catá","cata","","S","s arco","[]","[]","","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000465","tar","Catehua","Vt","Catehua","catehua","","Vt","1. alzar 2. guardar. fut.: catihuama]","[]","[]","","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000466","tar","Catehuárami","Adj","Catehuárami","catehuarami","","Adj","Alzado","[]","[]","","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000467","tar","Cayaga asíbari","Vi pret","Cayaga asíbari","cayaga asibari","","Vi","Sentarse en cuclillas","[]","[]","","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000468","tar","Cayahui","Vt","Cayahui","cayahui","","Vt","Levantar cajón. Cayahui, levantar la caja (para volver a ponerla en el mismo lugar), levantar (maíz).","[]","[]","","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000469","tar","Ca'yé","Adv","Ca'yé","ca'ye","","Adv","Donde se llega después de atravesar varios arroyos","[]","[""Ca'yena, por el faldeo.""]","Ca'yena, por el faldeo.","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000470","tar","Cayena","Vt","Cayena","cayena","","Vt","1. terminar, levantar 2. cosechar","[]","[""¿Macha mi cayénari carí nihuayá?, ¿Ya acabaste de levantar la casa? Jipi bamíbari gará cayenama sunú, Este año se levantará (cosechará) bien el maíz.""]","¿Macha mi cayénari carí nihuayá?, ¿Ya acabaste de levantar la casa? Jipi bamíbari gará cayenama sunú, Este año se levantará (cosechará) bien el maíz.","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000471","tar","Ca'yénahua","Vi","Ca'yénahua","ca'yenahua","","Vi","Atravesar, poner atravesado","[]","[]","","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000472","tar","co","Vi","1co","co","1","Vi","Ser (Cuando uno dice: Echirigá ju. Así es. El otro contesta: Echirigá co. Así es.)","[]","[]","","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000473","tar","co","Vi","2co","co","2","Vi","Picar (chile) Echi co'huáami huabé cóori. Ésa comida estaba muy picante. [pret: cóori; fut.: córama]","[]","[]","","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000474","tar","Cóami","Adj","Cóami","coami","","Adj","Picante","[]","[]","","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000475","tar","Cobá","Vi","Cobá","coba","","Vi","Enchilar (comiendo chile)","[]","[""Nijeni cobari, corí co'yá. Me enchilé, porque comí chile.""]","Nijeni cobari, corí co'yá. Me enchilé, porque comí chile.","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000476","tar","Cobata","Vt","Cobata","cobata","","Vt","Enchilar a otra persona (dándole chile)","[]","[]","","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000477","tar","Cobí","Vi","Cobí","cobi","","Vi","Comer pinole seco","[]","[""Jena'í buhuechí pée cobímani, mapujiti tasi te ba'huí. Aquí en el camino voy a comer un poco de pinole seco porque no hay agua.""]","Jena'í buhuechí pée cobímani, mapujiti tasi te ba'huí. Aquí en el camino voy a comer un poco de pinole seco porque no hay agua.","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000478","tar","Cobira","Vi","Cobira","cobira","","Vi","Hacer pinole","[]","[""Echi muquí pe ocuáa cobírama. Esa mujer va a hacer un poco de pinole.""]","Echi muquí pe ocuáa cobírama. Esa mujer va a hacer un poco de pinole.","SRC-02[26]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000479","tar","Cobisi","S","Cobisi","cobisi","","S","Pinole","[]","[]","","SRC-02[27]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000480","tar","Coché","Vi","Coché","coche","","Vi","Ahogarse (por alguna cosa en la garganta)","[]","[""Nijeni cocheri, biré ochirá jiti. Me ahogaba con un hueso.""]","Nijeni cocheri, biré ochirá jiti. Me ahogaba con un hueso.","SRC-02[27]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000481","tar","Cochí","S","1Cochí","cochi","1","S","Perro","[]","[""Hue jo cochí na'ibi. Hay muchos perros aquí. Cochí huarira, rabo del perro. Cochí sutura, pezuñas del perro. Cochí yóchani, el perro gruñe.""]","Hue jo cochí na'ibi. Hay muchos perros aquí. Cochí huarira, rabo del perro. Cochí sutura, pezuñas del perro. Cochí yóchani, el perro gruñe.","SRC-02[27]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000482","tar","Cochí","S","2Cochí","cochi","2","S","Hermana mayor","[]","[""Nijé cochirá, mi hermana mayor. Cochirúami, pp.: que es la hermana mayor.""]","Nijé cochirá, mi hermana mayor. Cochirúami, pp.: que es la hermana mayor.","SRC-02[27]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000483","tar","Cochí","Vi sing","3Cochí","cochi","3","Vi","Dormir","[""pp.: cochíami; pl: ocochi""]","[""Cochisáa gará níima, sería bueno dormir. [pp.: cochíami; pl: ocochi]""]","Cochisáa gará níima, sería bueno dormir. [pp.: cochíami; pl: ocochi]","SRC-02[27]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000484","tar","Cochi, cohuí","S esp","Cochi, cohuí","cochi, cohui","","S","Marrano","[""cohuí""]","[]","","SRC-02[27]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000485","tar","Cochinari","Vi","Cochinari","cochinari","","Vi","Tener sueño, querer dormir","[]","[]","","SRC-02[27]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000486","tar","Cochíhuara","S","Cochíhuara","cochihuara","","S","Ceja","[]","[""Nijé cochírahuara, mis cejas""]","Nijé cochírahuara, mis cejas","SRC-02[27]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000487","tar","Cochírata","Vt","Cochírata","cochirata","","Vt","Adormecer, hacer dormir","[]","[]","","SRC-02[27]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000488","tar","Cohua","Vt","Cohua","cohua","","Vt","Dar de comer","[]","[""Que cóhuasa milomiré, si no se les da de comer, se van a desmayar. Rimé cóhuari, muní yuhua, le dio de comer tortillas con frijoles.""]","Que cóhuasa milomiré, si no se les da de comer, se van a desmayar. Rimé cóhuari, muní yuhua, le dio de comer tortillas con frijoles.","SRC-02[27]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000489","tar","Co'huá","Vi","Co'huá","co'hua","","Vi","Comer","[""pret.: co'huari; fut.: copoa, co'mea; pp.: co'huéami""]","[""[pret.: co'huari; fut.: copoa, co'mea; pp.: co'huéami] Co 'huáhuachi, en el tiempo de comer. Cosísiya, a comer.""]","[pret.: co'huari; fut.: copoa, co'mea; pp.: co'huéami] Co 'huáhuachi, en el tiempo de comer. Cosísiya, a comer.","SRC-02[27]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000490","tar","Co'huáami","S","Co'huáami","co'huaami","","S","Alimento, comida","[]","[]","","SRC-02[27]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000491","tar","Cohuara [variante de corá]","S","1Cohuara [variante de corá]","cohuara [variante de cora]","1","S","Frente","[]","[""Cohuárachi si’rúami, frente arrugada. Nijé cohuara, mi frente. Nijé cohuárachi, en mi frente.""]","Cohuárachi si’rúami, frente arrugada. Nijé cohuara, mi frente. Nijé cohuárachi, en mi frente.","SRC-02[27]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000492","tar","Cohuara","S","2Cohuara","cohuara","2","S","Cuajo (lo que se echa a la lecha para hacer queso)","[]","[]","","SRC-02[27]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000493","tar","cohuata","S","cohuata","cohuata","","S","Escarpadura (la orilla de uma meseta elevada), cumbre","[]","[]","","SRC-02[27]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000494","tar","Co’huéami","S","Co’huéami","co'hueami","","S","Comilón","[]","[""Co’hué, vi.: comer mucho.""]","Co’hué, vi.: comer mucho.","SRC-02[27]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000495","tar","Cohuí","S","1Cohuí","cohui","1","S","(Pamachi) marrano, véase cochi","[]","[]","","SRC-02[27]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000496","tar","Cohuí","S","2Cohuí","cohui","2","S","La flor del encino","[]","[""Rojuá hue cohuíami ju, el encino está florido.""]","Rojuá hue cohuíami ju, el encino está florido.","SRC-02[27]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000497","tar","Co’huí","Vt pl","Co’huí","co'hui","","Vt","Matar, asesinar","[]","[""Co’huínari, quería matarlos. Júuri co’huínara, mandó matarlos.""]","Co’huínari, quería matarlos. Júuri co’huínara, mandó matarlos.","SRC-02[27]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000498","tar","Co’huírami","S pl","Co’huírami","co'huirami","","S","Asesinados, matados","[]","[]","","SRC-02[27]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000499","tar","Cojita","Vi","Cojita","cojita","","Vi","Abotonar (flor)","[]","[]","","SRC-02[27]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000500","tar","Cojuana","Vt","Cojuana","cojuana","","Vt","Estar cortando (elotes, mazorcas)","[]","[]","","SRC-02[27]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000501","tar","Colimena","S","Colimena","colimena","","S","Miel de colmena, enjambre","[]","[]","","SRC-02[27]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000502","tar","Comácari","S","Comácari","comacari","","S","Bola (hecha de madera con la que corren en las carreras)","[]","[""Ma chótari rarajipa comácari jiti, ya comenzaron a correr con la bola.""]","Ma chótari rarajipa comácari jiti, ya comenzaron a correr con la bola.","SRC-02[27]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000503","tar","Comera","Vt","Comera","comera","","Vt","Rozar la tierra","[]","[]","","SRC-02[27]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-000504","tar","Comí","Vi","Comí","comi","","Vi","1. Estar bajo 2. Hacer arroyo","[]","[""Comita, se hace un arroyo (por la acción del agua).""]","Comita, se hace un arroyo (por la acción del agua).","SRC-02[27]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
